Country Name,Country Code,Time,Time Code,"Net bilateral aid flows from DAC donors, United States (current US$) [DC.DAC.USAL.CD]",Net official aid received (constant 2013 US$) [DT.ODA.OATL.KD],"Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]","Net bilateral aid flows from DAC donors, Total (current US$) [DC.DAC.TOTL.CD]",Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],Agricultural land (sq. km) [AG.LND.AGRI.K2],Battle-related deaths (number of people) [VC.BTL.DETH]
Malta,MLT,2001,YR2001,-160000,..,9.62376765584177,2770000,0.626059765255114,100,..
Malta,MLT,2002,YR2002,-170000,..,-10.6143766916459,11150000,0.605632018914126,100,..
Malta,MLT,2003,YR2003,310000,12550000,16.7041258766309,9840000,0.625419734289945,104,..
Malta,MLT,2004,YR2004,250000,7780000,123.099660833711,6810000,0.66849523339908,100,..
Malta,MLT,2005,YR2005,..,..,341.095044929725,..,0.822339122148538,93,..
Malta,MLT,2006,YR2006,..,..,370.33713663016,..,0.655101093555634,92,..
Malta,MLT,2007,YR2007,..,..,451.715544519803,..,0.621207121146331,93,..
Malta,MLT,2008,YR2008,..,..,165.279804387135,..,0.62414541419877,93,..
Malta,MLT,2009,YR2009,..,..,16.9335783571665,..,0.693154790994689,93,..
Malta,MLT,2010,YR2010,..,..,105.785197448216,..,0.671914538980226,103.3,..
Marshall Islands,MHL,1960,YR1960,..,..,..,..,..,..,..
Marshall Islands,MHL,1961,YR1961,..,..,..,..,..,..,..
Marshall Islands,MHL,1962,YR1962,..,..,..,..,..,..,..
Marshall Islands,MHL,1963,YR1963,..,..,..,..,..,..,..
Marshall Islands,MHL,1964,YR1964,..,..,..,..,..,..,..
Marshall Islands,MHL,1965,YR1965,..,..,..,..,..,..,..
Marshall Islands,MHL,1966,YR1966,..,..,..,..,..,..,..
Marshall Islands,MHL,1967,YR1967,..,..,..,..,..,..,..
Marshall Islands,MHL,1968,YR1968,..,..,..,..,..,..,..
Marshall Islands,MHL,1969,YR1969,..,..,..,..,..,..,..
Marshall Islands,MHL,1970,YR1970,..,..,..,..,..,..,..
Marshall Islands,MHL,1971,YR1971,..,..,..,..,..,..,..
Marshall Islands,MHL,1972,YR1972,..,..,..,..,..,..,..
Marshall Islands,MHL,1973,YR1973,..,..,..,..,..,..,..
Marshall Islands,MHL,1974,YR1974,..,..,..,..,..,..,..
Marshall Islands,MHL,1975,YR1975,..,..,..,..,..,..,..
Marshall Islands,MHL,1976,YR1976,..,..,..,..,..,..,..
Marshall Islands,MHL,1977,YR1977,..,..,..,..,..,..,..
Marshall Islands,MHL,1978,YR1978,..,..,..,..,..,..,..
Marshall Islands,MHL,1979,YR1979,..,..,..,..,..,..,..
Marshall Islands,MHL,1980,YR1980,..,..,..,..,..,..,..
Marshall Islands,MHL,1981,YR1981,..,..,..,..,..,..,..
Marshall Islands,MHL,1982,YR1982,..,..,..,..,..,..,..
Marshall Islands,MHL,1983,YR1983,..,..,..,..,..,..,..
Marshall Islands,MHL,1984,YR1984,..,..,..,..,..,..,..
Marshall Islands,MHL,1985,YR1985,..,..,..,..,..,..,..
Marshall Islands,MHL,1986,YR1986,..,..,..,..,..,..,..
Marshall Islands,MHL,1987,YR1987,..,..,..,..,..,..,..
Marshall Islands,MHL,1988,YR1988,..,..,..,..,..,..,..
Marshall Islands,MHL,1989,YR1989,..,..,..,..,..,..,..
Marshall Islands,MHL,1990,YR1990,..,..,1.27427493756053E-05,..,..,..,..
Marshall Islands,MHL,1991,YR1991,..,..,1.21201837419855E-05,..,..,120,..
Marshall Islands,MHL,1992,YR1992,..,..,1.09814084754511E-05,5350000,..,120,..
Marshall Islands,MHL,1993,YR1993,24000000,..,1.00541920953942E-05,29840000,..,120,..
Marshall Islands,MHL,1994,YR1994,42000000,..,9.25317615271442E-06,45550000,..,120,..
Marshall Islands,MHL,1995,YR1995,26000000,..,8.31739166597355E-06,32140000,..,120,..
Marshall Islands,MHL,1996,YR1996,55000000,..,9.02054881018961E-06,69220000,..,120,..
Marshall Islands,MHL,1997,YR1997,46000000,..,9.40830245058054E-06,52320000,..,120,..
Marshall Islands,MHL,1998,YR1998,32380000,..,9.19945428837161E-06,42140000,..,120,..
Marshall Islands,MHL,1999,YR1999,48990000,..,9.26106859766121E-06,58690000,..,120,..
Marshall Islands,MHL,2000,YR2000,43350000,..,113.381654748566,47110000,..,120,..
Marshall Islands,MHL,2001,YR2001,62480000,..,217.92047214076,67380000,..,120,..
Marshall Islands,MHL,2002,YR2002,49470000,..,-56.4644594825354,55410000,..,120,..
Marshall Islands,MHL,2003,YR2003,47220000,..,107.909677541383,51490000,..,120,..
Marshall Islands,MHL,2004,YR2004,42590000,..,2.63145048601746,49480000,..,130,..
Marshall Islands,MHL,2005,YR2005,44410000,..,2.38094614416485,55830000,..,130,..
Marshall Islands,MHL,2006,YR2006,51000000,..,1.30642220725573,55070000,..,130,..
Marshall Islands,MHL,2007,YR2007,48130000,..,4.63191114202293,52880000,..,130,..
Marshall Islands,MHL,2008,YR2008,47260000,..,3.72446388100619,52230000,..,130,..
Marshall Islands,MHL,2009,YR2009,49090000,..,9.59792940081933,60780000,..,130,..
Marshall Islands,MHL,2010,YR2010,9690000,..,-5.67927145598669,24590000,..,130,..
Mauritania,MRT,1960,YR1960,..,..,..,..,..,..,..
Mauritania,MRT,1961,YR1961,..,..,..,950000,..,395220,..
Mauritania,MRT,1962,YR1962,..,..,..,..,..,395220,..
Mauritania,MRT,1963,YR1963,..,..,..,1820000,..,395230,..
Mauritania,MRT,1964,YR1964,..,..,..,11800000,..,395230,..
Mauritania,MRT,1965,YR1965,130000,..,..,8820000,..,395230,..
Mauritania,MRT,1966,YR1966,340000,..,..,6520000,..,395230,..
Mauritania,MRT,1967,YR1967,270000,..,..,11520000,..,395230,..
Mauritania,MRT,1968,YR1968,20000,..,..,20460000,..,395230,..
Mauritania,MRT,1969,YR1969,..,..,..,9190000,..,395330,..
Mauritania,MRT,1970,YR1970,..,..,0.382138368106495,4660000,..,395330,..
Mauritania,MRT,1971,YR1971,1000000,..,1.77933548922176,6540000,..,394930,..
Mauritania,MRT,1972,YR1972,1000000,..,0.796198187170067,7000000,..,394930,..
Mauritania,MRT,1973,YR1973,4000000,..,2.95147115280107,20180000,..,394800,..
Mauritania,MRT,1974,YR1974,8000000,..,0.872767913190438,40490000,..,394500,..
Mauritania,MRT,1975,YR1975,3000000,..,-25.7823618080494,29900000,..,394460,..
Mauritania,MRT,1976,YR1976,4000000,..,0.296484226342851,26960000,..,394490,..
Mauritania,MRT,1977,YR1977,2000000,..,0.762801558155286,36070000,..,394500,..
Mauritania,MRT,1978,YR1978,5000000,..,0.525226785121776,68020000,..,394460,..
Mauritania,MRT,1979,YR1979,6000000,..,9.81798523754759,93920000,..,394490,..
Mauritania,MRT,1980,YR1980,15000000,..,3.82122698876487,61020000,..,394640,..
Mauritania,MRT,1981,YR1981,19000000,..,1.66366660011759,87580000,..,394840,..
Mauritania,MRT,1982,YR1982,13000000,..,1.99546964717953,75650000,..,395040,..
Mauritania,MRT,1983,YR1983,20000000,..,0.173562998095463,83420000,..,395240,..
Mauritania,MRT,1984,YR1984,23000000,..,1.17289346117999,83600000,..,395350,..
Mauritania,MRT,1985,YR1985,34000000,..,1.02157070031361,114470000,..,395550,..
Mauritania,MRT,1986,YR1986,19000000,..,0.559323459626581,120560000,..,395750,..
Mauritania,MRT,1987,YR1987,10000000,..,0.184479814059441,107660000,..,395950,..
Mauritania,MRT,1988,YR1988,9000000,..,0.201240672262497,133890000,4.48975058779024,396150,..
Mauritania,MRT,1989,YR1989,12000000,..,0.353300546149557,196500000,3.96113690674588,396350,..
Mauritania,MRT,1990,YR1990,10000000,..,0.660672364664123,128830000,3.94091668206542,396560,..
Mauritania,MRT,1991,YR1991,3000000,..,0.157221689842727,148820000,2.73193929177148,396660,..
Mauritania,MRT,1992,YR1992,2000000,..,0.51553141290754,159400000,2.68907317627081,396780,..
Mauritania,MRT,1993,YR1993,3000000,..,1.28741169993059,248330000,2.41256911129714,396900,..
Mauritania,MRT,1994,YR1994,2000000,..,0.158040663168977,173160000,2.24085671824027,397300,..
Mauritania,MRT,1995,YR1995,1000000,..,0.493845459225376,168080000,2.2601518929771,397600,..
Mauritania,MRT,1996,YR1996,2000000,..,-0.0301913540620716,206130000,2.62633799778152,397500,..
Mauritania,MRT,1997,YR1997,2000000,..,-0.237521129448193,177750000,2.96726238017127,397500,..
Mauritania,MRT,1998,YR1998,2550000,..,0.00964595315237972,139270000,1.86243898773151,397500,..
Mauritania,MRT,1999,YR1999,2810000,..,1.0756106764616,175780000,2.27363748399488,397500,..
Mauritania,MRT,2000,YR2000,4150000,..,3.09943729694877,146340000,2.92800544567341,397500,..
Mauritania,MRT,2001,YR2001,6230000,..,5.92031374241878,196490000,4.00238442225579,397120,..
Mauritania,MRT,2002,YR2002,5500000,..,5.0844910534554,268160000,2.7393835099684,396620,..
Mauritania,MRT,2003,YR2003,27720000,..,6.52290905604209,183880000,3.99527571610664,396620,..
Mauritania,MRT,2004,YR2004,11010000,..,22.040589325673,131830000,3.83812011188683,396610,..
Mauritania,MRT,2005,YR2005,20020000,..,37.1659271592523,120160000,3.05155577623304,396610,..
Mauritania,MRT,2006,YR2006,12180000,..,5.08438156002579,119960000,2.69364721669718,396610,..
Mauritania,MRT,2007,YR2007,10220000,..,4.15200747802594,213950000,..,396610,..
Mauritania,MRT,2008,YR2008,25640000,..,8.50326483669127,184390000,3.059333957503,396610,..
Mauritania,MRT,2009,YR2009,10160000,..,-0.0838833458082667,157870000,3.13532417017509,396510,..
Mauritania,MRT,2010,YR2010,7430000,..,3.0090978418287,126970000,..,397110,1
Mauritius,MUS,1960,YR1960,..,..,..,440000,..,..,..
Mauritius,MUS,1961,YR1961,..,..,..,5380000,..,990,..
Mauritius,MUS,1962,YR1962,..,..,..,4110000,..,1000,..
Mauritius,MUS,1963,YR1963,..,..,..,5540000,..,1000,..
Mauritius,MUS,1964,YR1964,..,..,..,1980000,..,1000,..
Mauritius,MUS,1965,YR1965,70000,..,..,1880000,..,1010,..
Mauritius,MUS,1966,YR1966,30000,..,..,3960000,..,990,..
Mauritius,MUS,1967,YR1967,110000,..,..,4760000,..,1050,..
Mauritius,MUS,1968,YR1968,100000,..,..,9310000,..,1110,..
Mauritius,MUS,1969,YR1969,..,..,..,4370000,..,1110,..
Mauritius,MUS,1970,YR1970,1000000,..,..,4910000,..,1120,..
Mauritius,MUS,1971,YR1971,1000000,..,..,5990000,..,1120,..
Mauritius,MUS,1972,YR1972,3000000,..,..,7590000,..,1130,..
Mauritius,MUS,1973,YR1973,1000000,..,..,8460000,..,1130,..
Mauritius,MUS,1974,YR1974,3000000,..,..,18750000,..,1130,..
Mauritius,MUS,1975,YR1975,1000000,..,..,17240000,..,1130,..
Mauritius,MUS,1976,YR1976,..,..,0.444559241959021,11810000,..,1140,..
Mauritius,MUS,1977,YR1977,..,..,0.2744804797805,14890000,..,1140,..
Mauritius,MUS,1978,YR1978,..,..,0.429644495828807,24710000,..,1140,..
Mauritius,MUS,1979,YR1979,3000000,..,0.143376520877342,26920000,..,1140,..
Mauritius,MUS,1980,YR1980,3000000,..,0.103051138950205,26580000,..,1140,..
Mauritius,MUS,1981,YR1981,3000000,..,0.0585255237618785,50350000,..,1140,..
Mauritius,MUS,1982,YR1982,7000000,..,0.161368232114913,36020000,..,1140,..
Mauritius,MUS,1983,YR1983,2000000,..,0.148245022376469,29810000,..,1140,..
Mauritius,MUS,1984,YR1984,1000000,..,0.471555386239802,27190000,..,1140,..
Mauritius,MUS,1985,YR1985,5000000,..,0.737065551722974,24440000,..,1140,..
Mauritius,MUS,1986,YR1986,4000000,..,0.505492136942618,52300000,..,1140,..
Mauritius,MUS,1987,YR1987,4000000,..,0.908575451205587,60150000,..,1140,..
Mauritius,MUS,1988,YR1988,..,..,1.10750217823887,51000000,0.218723407638478,1130,..
Mauritius,MUS,1989,YR1989,-1000000,..,1.63405950487969,58810000,0.288802925908232,1120,..
Mauritius,MUS,1990,YR1990,1000000,..,1.54665661259499,83600000,0.346095334685598,1110,..
Mauritius,MUS,1991,YR1991,1000000,..,0.608270685936101,64990000,0.367422525393637,1100,..
Mauritius,MUS,1992,YR1992,-1000000,..,0.456357591218259,44230000,0.354424633437095,1090,..
Mauritius,MUS,1993,YR1993,-1000000,..,0.451451533399293,22900000,0.330254628037208,1070,..
Mauritius,MUS,1994,YR1994,-1000000,..,0.561767459673827,14680000,0.333147827838998,1050,..
Mauritius,MUS,1995,YR1995,-1000000,..,0.462654962356567,19290000,0.332827181201545,1040,..
Mauritius,MUS,1996,YR1996,-1000000,..,0.829077234460702,19250000,0.293389476457788,1030,..
Mauritius,MUS,1997,YR1997,-1000000,..,1.32010983505741,27590000,0.234080868393931,1020,..
Mauritius,MUS,1998,YR1998,-730000,..,0.29187946599049,39740000,0.202815822712494,1020,..
Mauritius,MUS,1999,YR1999,-690000,..,1.15010960305113,34450000,0.210683864251073,1000,..
Mauritius,MUS,2000,YR2000,-600000,..,5.79679310374912,15680000,0.204255974584937,1010,..
Mauritius,MUS,2001,YR2001,-400000,..,-0.610059133825988,10210000,0.197886912094491,1020,..
Mauritius,MUS,2002,YR2002,150000,..,0.672772740661934,21500000,0.199316796209877,1000,..
Mauritius,MUS,2003,YR2003,160000,..,1.11644471310904,-17210000,0.193997409275605,990,..
Mauritius,MUS,2004,YR2004,250000,..,0.217591601197187,28950000,0.171244345315388,980,..
Mauritius,MUS,2005,YR2005,680000,..,0.664836152214438,28000000,0.173241389054831,960,..
Mauritius,MUS,2006,YR2006,370000,..,1.51886535380783,23130000,0.153856508278369,940,..
Mauritius,MUS,2007,YR2007,270000,..,4.18108039449933,71460000,0.142725039281222,920,..
Mauritius,MUS,2008,YR2008,180000,..,3.78088836995991,111090000,0.15595207103506,910,..
Mauritius,MUS,2009,YR2009,130000,..,2.81175510117552,156800000,0.167777183674029,910,..
Mauritius,MUS,2010,YR2010,470000,..,4.29800264322616,126040000,0.148689589780391,910,..
Mexico,MEX,1960,YR1960,3000000,..,..,6120000,..,..,..
Mexico,MEX,1961,YR1961,85000000,..,..,87760000,..,983160,..
Mexico,MEX,1962,YR1962,21000000,..,..,36500000,..,981790,..
Mexico,MEX,1963,YR1963,-18000000,..,..,1870000,..,981090,..
Mexico,MEX,1964,YR1964,-55000000,..,..,-24680000,..,980490,..
Mexico,MEX,1965,YR1965,37860000,..,..,45840000,..,979790,..
Mexico,MEX,1966,YR1966,29010000,..,..,34410000,..,979140,..
Mexico,MEX,1967,YR1967,15090000,..,..,34210000,..,978390,..
Mexico,MEX,1968,YR1968,6450000,..,..,24740000,..,977690,..
Mexico,MEX,1969,YR1969,13000000,..,..,17410000,..,977090,..
Mexico,MEX,1970,YR1970,4000000,..,0.878142842415695,22000000,..,976350,..
Mexico,MEX,1971,YR1971,-2000000,..,0.783145684484634,9490000,..,969380,..
Mexico,MEX,1972,YR1972,-1000000,..,0.394848214135515,11110000,..,971500,..
Mexico,MEX,1973,YR1973,-2000000,..,0.826830501411727,2460000,..,974000,..
Mexico,MEX,1974,YR1974,2000000,..,0.706835826960517,16180000,..,975510,..
Mexico,MEX,1975,YR1975,-3000000,..,0.520898008435618,9240000,..,975510,..
Mexico,MEX,1976,YR1976,-2000000,..,0.821634271193579,9890000,..,975510,..
Mexico,MEX,1977,YR1977,-7000000,..,0.399754193928207,5750000,..,976010,..
Mexico,MEX,1978,YR1978,-4000000,..,0.642000936169233,8420000,..,981980,..
Mexico,MEX,1979,YR1979,12000000,..,0.990037748416522,49490000,..,979980,..
Mexico,MEX,1980,YR1980,9000000,..,1.07534170117849,54960000,..,981800,..
Mexico,MEX,1981,YR1981,9000000,..,1.23079127682334,102440000,..,982100,..
Mexico,MEX,1982,YR1982,11000000,..,1.09428430056535,142080000,..,983150,..
Mexico,MEX,1983,YR1983,35000000,..,1.47245616009382,135850000,..,1010200,..
Mexico,MEX,1984,YR1984,17000000,..,0.877971337049248,75300000,..,1010305,..
Mexico,MEX,1985,YR1985,57000000,..,1.07549552351989,122840000,..,1014350,..
Mexico,MEX,1986,YR1986,52000000,..,1.57292717902554,247470000,..,1014410,..
Mexico,MEX,1987,YR1987,62000000,..,0.844124441019137,151860000,..,1025500,..
Mexico,MEX,1988,YR1988,47000000,..,1.09804146205838,146630000,0.536145070248408,1030510,..
Mexico,MEX,1989,YR1989,18000000,..,1.24900754379857,94460000,0.517255853879605,1040500,..
Mexico,MEX,1990,YR1990,23000000,..,0.970272229200457,149850000,0.505212146362122,1051510,..
Mexico,MEX,1991,YR1991,25000000,..,1.50801123429879,267050000,0.508666921553606,1061540,..
Mexico,MEX,1992,YR1992,11000000,..,1.20816506322268,308420000,0.550058775557418,1061770,..
Mexico,MEX,1993,YR1993,20000000,..,0.870897558228003,406300000,0.461804012440622,1061800,..
Mexico,MEX,1994,YR1994,1000000,..,2.08080974302327,411720000,0.547834285087313,1061900,145
Mexico,MEX,1995,YR1995,3000000,..,2.77093941967566,373540000,0.49824566189043,1061950,..
Mexico,MEX,1996,YR1996,26000000,..,2.31140017549974,282820000,0.519365181445326,1063100,37
Mexico,MEX,1997,YR1997,8000000,..,2.6697900343233,96230000,0.498203551522776,1063100,..
Mexico,MEX,1998,YR1998,7990000,..,2.54113626988917,10210000,0.494203945557633,1063250,..
Mexico,MEX,1999,YR1999,11940000,..,2.39542510128382,29480000,0.501871313195128,1063260,..
Mexico,MEX,2000,YR2000,23810000,..,2.67896609654355,-64080000,0.486084985792046,1063300,..
Mexico,MEX,2001,YR2001,41820000,..,4.14726028516189,61260000,0.488508913059213,1065500,..
Mexico,MEX,2002,YR2002,83970000,..,3.24288086155701,98640000,0.469213133882838,1065500,..
Mexico,MEX,2003,YR2003,57490000,..,2.55454241143025,79530000,0.454985871628993,1065500,..
Mexico,MEX,2004,YR2004,42770000,..,3.23439830406469,93880000,0.406223687618839,1065700,..
Mexico,MEX,2005,YR2005,128400000,..,2.99787164663737,168160000,0.418022840774587,1065700,..
Mexico,MEX,2006,YR2006,153520000,..,2.18921768942243,226560000,0.422933908221671,1065700,..
Mexico,MEX,2007,YR2007,83610000,..,3.10684562794005,90380000,0.458070629980504,1067000,..
Mexico,MEX,2008,YR2008,102530000,..,2.66527705569769,127120000,0.448540527020208,1067050,..
Mexico,MEX,2009,YR2009,129430000,..,2.01729548324587,164890000,0.542546694880151,1067050,..
Mexico,MEX,2010,YR2010,205030000,..,2.51678715880206,428060000,0.561034916262229,1067050,..
"Micronesia, Fed. Sts.",FSM,1960,YR1960,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1961,YR1961,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1962,YR1962,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1963,YR1963,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1964,YR1964,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1965,YR1965,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1966,YR1966,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1967,YR1967,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1968,YR1968,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1969,YR1969,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1970,YR1970,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1971,YR1971,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1972,YR1972,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1973,YR1973,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1974,YR1974,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1975,YR1975,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1976,YR1976,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1977,YR1977,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1978,YR1978,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1979,YR1979,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1980,YR1980,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1981,YR1981,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1982,YR1982,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1983,YR1983,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1984,YR1984,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1985,YR1985,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1986,YR1986,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1987,YR1987,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1988,YR1988,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1989,YR1989,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1990,YR1990,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1991,YR1991,..,..,..,..,..,225,..
"Micronesia, Fed. Sts.",FSM,1992,YR1992,1000000,..,..,12520000,..,225,..
"Micronesia, Fed. Sts.",FSM,1993,YR1993,45000000,..,..,61220000,..,225,..
"Micronesia, Fed. Sts.",FSM,1994,YR1994,83000000,..,..,101360000,..,225,..
"Micronesia, Fed. Sts.",FSM,1995,YR1995,52000000,..,..,71830000,..,225,..
"Micronesia, Fed. Sts.",FSM,1996,YR1996,102000000,..,-32.3469915104569,111900000,..,225,..
"Micronesia, Fed. Sts.",FSM,1997,YR1997,70000000,..,0,83840000,..,225,..
"Micronesia, Fed. Sts.",FSM,1998,YR1998,64680000,..,-0.10016107722328,73820000,..,225,..
"Micronesia, Fed. Sts.",FSM,1999,YR1999,94590000,..,-0.403334534273239,102270000,..,225,..
"Micronesia, Fed. Sts.",FSM,2000,YR2000,85430000,..,..,96640000,..,225,..
"Micronesia, Fed. Sts.",FSM,2001,YR2001,124040000,..,-0.0958126138555871,134630000,..,225,..
"Micronesia, Fed. Sts.",FSM,2002,YR2002,98930000,..,0,110070000,..,225,..
"Micronesia, Fed. Sts.",FSM,2003,YR2003,99860000,..,0,111890000,..,225,..
"Micronesia, Fed. Sts.",FSM,2004,YR2004,77550000,..,0,85170000,..,225,..
"Micronesia, Fed. Sts.",FSM,2005,YR2005,94080000,..,0.0160098877066476,104410000,..,225,..
"Micronesia, Fed. Sts.",FSM,2006,YR2006,98580000,..,0.233209692669152,106040000,..,225,..
"Micronesia, Fed. Sts.",FSM,2007,YR2007,99580000,..,6.52231342432006,111340000,..,225,..
"Micronesia, Fed. Sts.",FSM,2008,YR2008,79840000,..,-2.02801259357556,90850000,..,225,..
"Micronesia, Fed. Sts.",FSM,2009,YR2009,107560000,..,0.216207723732653,120910000,..,220,..
"Micronesia, Fed. Sts.",FSM,2010,YR2010,45310000,..,0.272000413440628,63730000,..,220,..
Middle East & North Africa,MEA,1960,YR1960,433000000,..,..,974730000,..,..,..
Middle East & North Africa,MEA,1961,YR1961,578000000,..,..,1147340000,..,2890240,..
Middle East & North Africa,MEA,1962,YR1962,495000000,..,..,1021920000,..,2889290,..
Middle East & North Africa,MEA,1963,YR1963,444000000,..,..,927660000,..,2892120,..
Middle East & North Africa,MEA,1964,YR1964,403000000,..,..,851890000,..,2892960,..
Middle East & North Africa,MEA,1965,YR1965,301370000,..,..,704110000,..,2895530,..
Middle East & North Africa,MEA,1966,YR1966,256600000,..,..,579580000,..,2895600,..
Middle East & North Africa,MEA,1967,YR1967,133810000,..,..,475820000,..,2902140,..
Middle East & North Africa,MEA,1968,YR1968,125170000,..,..,439890000,..,2905520,..
Middle East & North Africa,MEA,1969,YR1969,106000000,..,..,429350000,..,2912640,..
Middle East & North Africa,MEA,1970,YR1970,114000000,..,0.541428791037103,477820000,..,2920450,..
Middle East & North Africa,MEA,1971,YR1971,148000000,..,0.162373132726764,514950000,..,2950960,..
Middle East & North Africa,MEA,1972,YR1972,184000000,..,0.502437855037338,558070000,..,2962840,..
Middle East & North Africa,MEA,1973,YR1973,220000000,..,0.174487881452297,696100000,..,2968120,..
Middle East & North Africa,MEA,1974,YR1974,186000000,..,-1.87066309015151,798380000,..,2969830,..
Middle East & North Africa,MEA,1975,YR1975,616000000,..,1.40118045276208,1401840000,..,2960500,..
Middle East & North Africa,MEA,1976,YR1976,973000000,..,0.00906675079968204,1803020000,..,2963830,..
Middle East & North Africa,MEA,1977,YR1977,1356000000,..,0.604232256278266,2300720000,..,2963080,..
Middle East & North Africa,MEA,1978,YR1978,1620000000,..,0.743355573400763,2827720000,..,2960210,..
Middle East & North Africa,MEA,1979,YR1979,1932000000,..,0.105761453480166,3034590000,..,2972040,..
Middle East & North Africa,MEA,1980,YR1980,1732000000,..,-0.36997753542673,2996440000,..,2960480,..
Middle East & North Africa,MEA,1981,YR1981,1794000000,..,1.44039769518483,2989990000,..,2924016,..
Middle East & North Africa,MEA,1982,YR1982,1835000000,..,2.18514119163212,3133990000,..,2932353.4,..
Middle East & North Africa,MEA,1983,YR1983,2449000000,..,1.06861551499856,3647010000,..,2941537.4,..
Middle East & North Africa,MEA,1984,YR1984,2630000000,..,1.12882787073341,3818780000,..,3000203.6,..
Middle East & North Africa,MEA,1985,YR1985,3505000000,..,0.344525529642729,4738150000,..,3055618,..
Middle East & North Africa,MEA,1986,YR1986,3228000000,..,0.43329519384155,4645230000,..,3107528,..
Middle East & North Africa,MEA,1987,YR1987,2544000000,..,-0.00433721113624792,4536100000,..,3165480,..
Middle East & North Africa,MEA,1988,YR1988,2221000000,..,0.357870337373248,4364010000,8.52109919681957,3223760,..
Middle East & North Africa,MEA,1989,YR1989,2297000000,..,0.252390286388053,4152110000,7.42195997733941,3272478,..
Middle East & North Africa,MEA,1990,YR1990,3852000000,0,0.342921089180245,6554020000,..,3325842,..
Middle East & North Africa,MEA,1991,YR1991,4661000000,0,0.547746814314904,9729210000,12.6419483208826,3352474,..
Middle East & North Africa,MEA,1992,YR1992,3696000000,0,0.812129956839567,7533860000,9.39088147232717,3371679.8,..
Middle East & North Africa,MEA,1993,YR1993,2315000000,0,0.999668185096707,5284420000,7.91230016078441,3885800,..
Middle East & North Africa,MEA,1994,YR1994,2746000000,0,0.706357826798918,6838980000,7.35476066946307,3891180,..
Middle East & North Africa,MEA,1995,YR1995,1166000000,0,0.235226180186301,4730170000,6.41138307424584,3889660,..
Middle East & North Africa,MEA,1996,YR1996,3126000000,44440000,0.658034096947159,7255960000,5.87151092797503,3891184.6,..
Middle East & North Africa,MEA,1997,YR1997,1905000000,1645730000,0.983250133810643,5518970000,6.10523688696482,3884589.2,..
Middle East & North Africa,MEA,1998,YR1998,2158730000,1461890000,1.29058218702971,5382260000,6.68469957518383,3896426.2,..
Middle East & North Africa,MEA,1999,YR1999,2121390000,1224800000,0.711117456540179,5129370000,5.84807688478329,3884845,..
Middle East & North Africa,MEA,2000,YR2000,1846530000,1056690000,1.30210853352083,4425450000,5.77604799648271,3874742,..
Middle East & North Africa,MEA,2001,YR2001,1110970000,244350000,0.869783629881392,3739060000,6.09513882169791,3883961,..
Middle East & North Africa,MEA,2002,YR2002,2097680000,974720000,1.02404015793595,4302910000,5.78716851523985,3892211,..
Middle East & North Africa,MEA,2003,YR2003,3646450000,583640000,1.8271707328746,7144300000,5.48752827379957,3899036,..
Middle East & North Africa,MEA,2004,YR2004,4939560000,612630000,2.59931906452625,10023390000,5.11594518599624,3907471,..
Middle East & North Africa,MEA,2005,YR2005,12316600000,..,4.81002960783255,26434470000,4.74406195953224,3745255,..
